quarter,Buyout,Growth,Venture Capital,Fund of Fund,GP-Stake / Continuation Vehicle,Long-term Core,Senior Credit,Junior Credit,국내 사모투자,Hedge Fund,Core RE Equity,국내 부동산,Non-Core RE Equity,Core RE Debt,Non-Core RE Debt,Listed RE,Core 국내 인프라,Non-Core 국내 인프라,Core 해외 인프라,Non-Core 해외 인프라,Super-Core Infrastructure
2025-03-31,,,,,,,,,,,0.00857348,0.00857348,,,,,,,,,
2025-06-30,,,,,,,,,,,0.0179811,0.0179811,,,,,,,,,
2025-09-30,,,,,,,,,,,0.0253172,0.0253172,,0.0191194,0.0199176,,,,,,
2025-12-31,,,,,,,,,,,0.0192696,0.0192696,,0.0130009,0.0206997,,,,,,
2026-03-31,,,,,,,,,,,0.0106154,0.0106154,,0.00130636,0.0198219,,,,,,
2026-06-30,0.0700182,0.0838603,0.0838603,0.0532115,0.0532115,0.0542219,0.0443088,0.0424238,0.076668,0.0299783,0.0281827,0.0281827,0.033013,0.0128377,0.0224379,0.127548,0.0583744,0.0583744,0.0583744,0.0583744,0.00352508
2026-09-30,0.0441728,0.0574097,0.0574097,0.0390623,0.0390623,0.0380106,0.0183896,0.0304652,0.0359708,0.0129344,0.0227278,0.0227278,0.026603,-0.0082792,0.022302,-0.00680711,0.0178334,0.0178334,0.0178334,0.0178334,-0.0284776
