base,code,state,n,ann_mean,ann_vol,hit,worst_q,t_mean
reported,msci_gpfi,인하,8,-0.063082,0.11885,0.625,-0.154965,-0.750623
reported,re_noncore,인상,20,0.119,0.0956412,0.7,-0.0304,2.78219
reported,re_noncore,동결,68,0.0902059,0.0942361,0.823529,-0.1236,3.94677
reported,re_noncore,인하,17,-0.052,0.139585,0.588235,-0.269,-0.767998
reported,gl1,인상,9,-0.00569982,0.0443644,0.444444,-0.0407,-0.192716
reported,gl1,동결,39,0.0460201,0.0336601,0.871795,-0.0441,4.26908
reported,gl1,인하,6,0.0517407,0.0455945,0.5,-0.010506,1.38984
reported,gl2,인상,9,0.0793835,0.0134249,1,0.0099683,8.86972
reported,gl2,동결,39,0.0856696,0.0275814,0.948718,-0.0308285,9.69869
reported,gl2,인하,6,0.0675887,0.016178,1,0.0062294,5.11676
reported,epra_nareit,인상,20,0.0707316,0.170714,0.6,-0.172332,0.926468
reported,epra_nareit,동결,68,0.161988,0.177752,0.720588,-0.220946,3.75744
reported,epra_nareit,인하,17,-0.166339,0.235891,0.470588,-0.323785,-1.4537
reported,infra_core,인상,9,0.0639556,0.0705978,0.555556,-0.0274,1.35887
reported,infra_core,동결,58,0.0676207,0.0796476,0.724138,-0.1074,3.23289
reported,infra_core,인하,11,0.0318182,0.110709,0.636364,-0.1083,0.476607
reported,ftse_fi_infra,인상,9,-0.0627948,0.0778554,0.222222,-0.0859918,-1.20983
reported,ftse_fi_infra,동결,48,0.0649334,0.0655269,0.729167,-0.0795435,3.43273
reported,ftse_fi_infra,인하,7,0.0593912,0.129935,0.714286,-0.073833,0.604666
unsmoothed,buyout,인상,19,0.122814,0.145088,0.684211,-0.0714235,1.84486
unsmoothed,buyout,동결,68,0.155692,0.129192,0.75,-0.148551,4.96884
unsmoothed,buyout,인하,17,-0.035713,0.210753,0.529412,-0.236206,-0.349339
unsmoothed,vc,인상,19,0.0204715,0.228424,0.578947,-0.262902,0.195324
unsmoothed,vc,동결,68,0.141931,0.281853,0.676471,-0.523648,2.07624
unsmoothed,vc,인하,17,-0.11513,0.329716,0.470588,-0.278214,-0.719849
unsmoothed,fof_secondary,인상,18,0.12609,0.155945,0.611111,-0.0884324,1.7152
unsmoothed,fof_secondary,동결,66,0.166508,0.132371,0.742424,-0.06675,5.10956
unsmoothed,fof_secondary,인하,12,-0.0924552,0.175102,0.5,-0.244441,-0.914535
unsmoothed,fof_primary,인상,19,0.0784273,0.165664,0.631579,-0.164513,1.03178
unsmoothed,fof_primary,동결,68,0.110208,0.172556,0.676471,-0.162803,2.63335
unsmoothed,fof_primary,인하,17,-0.0869223,0.241169,0.411765,-0.252713,-0.743027
unsmoothed,senior_loan,인상,9,0.0608444,0.0379151,0.777778,-0.0129,2.40713
unsmoothed,senior_loan,동결,48,0.0839667,0.046683,0.854167,-0.0718,6.23073
unsmoothed,senior_loan,인하,7,0.0277714,0.0478992,0.714286,-0.0411,0.766989
unsmoothed,mezzanine,인상,19,0.110359,0.0766869,0.789474,-0.034532,3.13641
unsmoothed,mezzanine,동결,68,0.121,0.144781,0.794118,-0.207697,3.44586
unsmoothed,mezzanine,인하,17,0.0319291,0.211177,0.705882,-0.226271,0.311698
unsmoothed,apac_equity,인상,19,0.0465433,0.149609,0.526316,-0.15977,0.678024
unsmoothed,apac_equity,동결,68,0.14729,0.172539,0.647059,-0.120969,3.51972
unsmoothed,apac_equity,인하,17,-0.023435,0.211247,0.529412,-0.223855,-0.228701
unsmoothed,hfri_fof_cons,인상,20,0.0404519,0.0371834,0.8,-0.0323668,2.43262
unsmoothed,hfri_fof_cons,동결,68,0.0469388,0.0396163,0.852941,-0.0835567,4.88521
unsmoothed,hfri_fof_cons,인하,17,-0.000490742,0.0789151,0.705882,-0.11475,-0.01282
unsmoothed,msci_gpfi,인상,9,-0.104116,0.100536,0.333333,-0.135533,-1.55343
unsmoothed,msci_gpfi,동결,51,0.0877702,0.142499,0.647059,-0.229826,2.19933
unsmoothed,msci_gpfi,인하,7,-0.164561,0.271616,0.428571,-0.288434,-0.801477
unsmoothed,re_noncore,인상,19,0.0893979,0.25504,0.526316,-0.179113,0.763952
unsmoothed,re_noncore,동결,68,0.118494,0.168133,0.691176,-0.237996,2.90582
unsmoothed,re_noncore,인하,17,-0.146236,0.280053,0.470588,-0.516756,-1.07649
unsmoothed,gl1,인상,9,-0.00569982,0.0443644,0.444444,-0.0407,-0.192716
unsmoothed,gl1,동결,39,0.0460201,0.0336601,0.871795,-0.0441,4.26908
unsmoothed,gl1,인하,6,0.0517407,0.0455945,0.5,-0.010506,1.38984
unsmoothed,gl2,인상,9,0.0793835,0.0134249,1,0.0099683,8.86972
unsmoothed,gl2,동결,39,0.0856696,0.0275814,0.948718,-0.0308285,9.69869
unsmoothed,gl2,인하,6,0.0675887,0.016178,1,0.0062294,5.11676
unsmoothed,epra_nareit,인상,20,0.0707316,0.170714,0.6,-0.172332,0.926468
unsmoothed,epra_nareit,동결,68,0.161988,0.177752,0.720588,-0.220946,3.75744
unsmoothed,epra_nareit,인하,17,-0.166339,0.235891,0.470588,-0.323785,-1.4537
unsmoothed,infra_core,인상,9,0.0639556,0.0705978,0.555556,-0.0274,1.35887
unsmoothed,infra_core,동결,58,0.0676207,0.0796476,0.724138,-0.1074,3.23289
unsmoothed,infra_core,인하,11,0.0318182,0.110709,0.636364,-0.1083,0.476607
unsmoothed,ftse_fi_infra,인상,9,-0.0627948,0.0778554,0.222222,-0.0859918,-1.20983
unsmoothed,ftse_fi_infra,동결,48,0.0649334,0.0655269,0.729167,-0.0795435,3.43273
unsmoothed,ftse_fi_infra,인하,7,0.0593912,0.129935,0.714286,-0.073833,0.604666
