base,code,state,n,ann_mean,ann_vol,hit,worst_q,t_mean
reported,infra_core,금융위기,8,-0.0737,0.123532,0.5,-0.1083,-0.843729
reported,infra_core,양적완화·유럽위기·테이퍼,16,0.07945,0.0933229,0.6875,-0.1074,1.70269
reported,infra_core,디스인플레·유가급락,12,0.0325,0.0700948,0.666667,-0.0634,0.803079
reported,infra_core,후기 사이클,12,0.1218,0.0535381,0.833333,-0.0183,3.94045
reported,infra_core,코로나,4,0.1092,0.102127,0.75,-0.0463,1.06925
reported,infra_core,인플레이션·긴축,8,0.06255,0.0684347,0.625,-0.0274,1.2926
reported,infra_core,디스인플레·고금리,13,0.0764,0.0604322,0.692308,-0.0314,2.27912
reported,ftse_fi_infra,확장기,0,,,,,
reported,ftse_fi_infra,금융위기,0,,,,,
reported,ftse_fi_infra,양적완화·유럽위기·테이퍼,15,0.0676229,0.0511994,0.8,-0.0401175,2.55767
reported,ftse_fi_infra,디스인플레·유가급락,12,0.0577078,0.0707928,0.583333,-0.0400458,1.41191
reported,ftse_fi_infra,후기 사이클,12,0.0613458,0.0477635,0.75,-0.0254751,2.22459
reported,ftse_fi_infra,코로나,4,0.11816,0.174524,0.75,-0.073833,0.677042
reported,ftse_fi_infra,인플레이션·긴축,8,-0.090399,0.100846,0.5,-0.0859918,-1.26771
reported,ftse_fi_infra,디스인플레·고금리,13,0.0596117,0.0692027,0.538462,-0.0299354,1.55292
unsmoothed,buyout,확장기,20,0.255481,0.165533,0.75,-0.0714364,3.45111
unsmoothed,buyout,금융위기,8,-0.0783219,0.318397,0.5,-0.293269,-0.34788
unsmoothed,buyout,양적완화·유럽위기·테이퍼,16,0.150302,0.0966428,0.75,-0.0642,3.11046
unsmoothed,buyout,디스인플레·유가급락,12,0.10551,0.0421374,0.833333,-0.0088,4.33697
unsmoothed,buyout,후기 사이클,12,0.160716,0.0491954,0.916667,-0.0192858,5.65843
unsmoothed,buyout,코로나,4,0.266724,0.308368,0.75,-0.162376,0.864954
unsmoothed,buyout,인플레이션·긴축,8,0.203912,0.157591,0.625,-0.0547373,1.8299
unsmoothed,buyout,디스인플레·고금리,12,0.0703515,0.0438909,0.916667,-0.0309947,2.77626
unsmoothed,vc,확장기,20,0.152488,0.1717,0.7,-0.122341,1.98587
unsmoothed,vc,금융위기,8,-0.0607745,0.144102,0.5,-0.171005,-0.596441
unsmoothed,vc,양적완화·유럽위기·테이퍼,16,0.156145,0.0983332,0.6875,-0.0353749,3.17584
unsmoothed,vc,디스인플레·유가급락,12,0.0745216,0.0913711,0.75,-0.0602701,1.41265
unsmoothed,vc,후기 사이클,12,0.263412,0.197588,0.833333,-0.0902158,2.30906
unsmoothed,vc,코로나,4,1.03559,0.679074,0.75,-0.178951,1.52501
unsmoothed,vc,인플레이션·긴축,8,-0.269449,0.365788,0.5,-0.307325,-1.04175
unsmoothed,vc,디스인플레·고금리,12,0.212115,0.132119,0.833333,-0.0723478,2.78077
unsmoothed,fof_secondary,확장기,20,0.257008,0.121479,0.85,-0.0139316,4.73076
unsmoothed,fof_secondary,금융위기,8,-0.0529698,0.27888,0.375,-0.306245,-0.268612
unsmoothed,fof_secondary,양적완화·유럽위기·테이퍼,16,0.135625,0.0861689,0.8125,-0.0401044,3.14789
unsmoothed,fof_secondary,디스인플레·유가급락,12,0.0771507,0.0433161,0.75,-0.00172202,3.08497
unsmoothed,fof_secondary,후기 사이클,12,0.152942,0.0604783,0.916667,-0.0336305,4.38013
unsmoothed,fof_secondary,코로나,4,0.349281,0.389792,0.75,-0.152575,0.89607
unsmoothed,fof_secondary,인플레이션·긴축,8,0.0980287,0.182334,0.5,-0.0676907,0.760327
unsmoothed,fof_secondary,디스인플레·고금리,12,0.0634866,0.0436773,0.833333,-0.0199585,2.5176
unsmoothed,fof_primary,확장기,20,0.174297,0.137125,0.85,-0.114114,2.84222
unsmoothed,fof_primary,금융위기,8,-0.121312,0.303254,0.5,-0.291392,-0.565735
unsmoothed,fof_primary,양적완화·유럽위기·테이퍼,16,0.113542,0.10713,0.8125,-0.0507211,2.1197
unsmoothed,fof_primary,디스인플레·유가급락,12,0.0937,0.0356158,1,0.0013,4.55677
unsmoothed,fof_primary,후기 사이클,12,0.122148,0.0730656,0.833333,-0.0426273,2.89558
unsmoothed,fof_primary,코로나,4,0.543257,0.496388,0.75,-0.201149,1.09442
unsmoothed,fof_primary,인플레이션·긴축,8,-0.0485504,0.194576,0.375,-0.163946,-0.352873
unsmoothed,fof_primary,디스인플레·고금리,12,0.081049,0.0772456,0.583333,-0.0387337,1.81733
unsmoothed,senior_loan,확장기,0,,,,,
unsmoothed,senior_loan,금융위기,0,,,,,
unsmoothed,senior_loan,양적완화·유럽위기·테이퍼,15,0.0854667,0.0714093,0.866667,-0.0718,2.3177
unsmoothed,senior_loan,디스인플레·유가급락,12,0.0453667,0.0328755,0.666667,-0.0152,2.39015
unsmoothed,senior_loan,후기 사이클,12,0.0779333,0.016832,1,0.007,8.01953
unsmoothed,senior_loan,코로나,4,0.0827,0.0866026,0.75,-0.0411,0.954937
unsmoothed,senior_loan,인플레이션·긴축,8,0.06445,0.037628,0.75,-0.0129,2.42229
unsmoothed,senior_loan,디스인플레·고금리,13,0.0895692,0.0291026,0.846154,-0.004,5.54841
unsmoothed,mezzanine,확장기,20,0.172269,0.1118,0.85,-0.0656962,3.44549
unsmoothed,mezzanine,금융위기,8,0.129739,0.485446,0.625,-0.279972,0.377959
unsmoothed,mezzanine,양적완화·유럽위기·테이퍼,16,0.123689,0.121051,0.75,-0.123807,2.04359
unsmoothed,mezzanine,디스인플레·유가급락,12,0.0413617,0.095715,0.75,-0.108956,0.748478
unsmoothed,mezzanine,후기 사이클,12,0.0804777,0.0295449,0.833333,-0.0085,4.71796
unsmoothed,mezzanine,코로나,4,0.074,0.220224,0.75,-0.1454,0.336022
unsmoothed,mezzanine,인플레이션·긴축,8,0.155951,0.0664756,0.875,-0.0171,3.31773
unsmoothed,mezzanine,디스인플레·고금리,12,0.0857641,0.0196986,1,0.00858224,7.54105
unsmoothed,apac_equity,확장기,20,0.281042,0.197363,0.7,-0.11224,3.18413
unsmoothed,apac_equity,금융위기,8,-0.0029921,0.345476,0.5,-0.231168,-0.0122482
unsmoothed,apac_equity,양적완화·유럽위기·테이퍼,16,0.119052,0.138065,0.625,-0.0868685,1.72457
unsmoothed,apac_equity,디스인플레·유가급락,12,0.107833,0.0655278,0.833333,-0.0515,2.85029
unsmoothed,apac_equity,후기 사이클,12,0.138101,0.0467567,0.916667,-0.00352053,5.11581
unsmoothed,apac_equity,코로나,4,0.359135,0.259023,0.75,-0.0925284,1.3865
unsmoothed,apac_equity,인플레이션·긴축,8,0.0157154,0.121571,0.375,-0.0652651,0.182815
unsmoothed,apac_equity,디스인플레·고금리,12,0.0545749,0.0444629,0.75,-0.0182687,2.12596
unsmoothed,hfri_fof_cons,확장기,20,0.072037,0.0296036,0.85,-0.00652852,5.44123
unsmoothed,hfri_fof_cons,금융위기,8,-0.0582384,0.113586,0.625,-0.11475,-0.725101
unsmoothed,hfri_fof_cons,양적완화·유럽위기·테이퍼,16,0.0330064,0.0383699,0.75,-0.0390747,1.72043
unsmoothed,hfri_fof_cons,디스인플레·유가급락,12,0.0181109,0.026084,0.833333,-0.0207874,1.20262
unsmoothed,hfri_fof_cons,후기 사이클,12,0.0314508,0.0298462,0.833333,-0.0323668,1.82517
unsmoothed,hfri_fof_cons,코로나,4,0.0688605,0.122264,0.75,-0.0719268,0.563212
unsmoothed,hfri_fof_cons,인플레이션·긴축,8,0.0377179,0.0312087,0.875,-0.0171025,1.70917
unsmoothed,hfri_fof_cons,디스인플레·고금리,13,0.0633248,0.0138352,1,0.00730303,8.25145
unsmoothed,msci_gpfi,확장기,0,,,,,
unsmoothed,msci_gpfi,금융위기,7,-0.260811,0.35459,0.285714,-0.338865,-0.973014
unsmoothed,msci_gpfi,양적완화·유럽위기·테이퍼,16,0.127252,0.145874,0.8125,-0.0489205,1.74468
unsmoothed,msci_gpfi,디스인플레·유가급락,12,0.0714183,0.0328622,0.916667,-0.001298,3.76421
unsmoothed,msci_gpfi,후기 사이클,12,0.0800288,0.0376201,0.916667,-0.00942521,3.68457
unsmoothed,msci_gpfi,코로나,4,0.0728576,0.120531,0.75,-0.0691983,0.60447
unsmoothed,msci_gpfi,인플레이션·긴축,8,-0.0178546,0.201145,0.625,-0.197582,-0.125533
unsmoothed,msci_gpfi,디스인플레·고금리,7,0.00271204,0.110181,0.571429,-0.108223,0.0325618
unsmoothed,re_noncore,확장기,20,0.205225,0.218458,0.75,-0.103651,2.10062
unsmoothed,re_noncore,금융위기,8,-0.522996,0.511319,0.375,-0.621141,-1.44651
unsmoothed,re_noncore,양적완화·유럽위기·테이퍼,16,0.212941,0.142057,0.875,-0.0701204,2.99796
unsmoothed,re_noncore,디스인플레·유가급락,12,0.107777,0.0235234,1,0.00935651,7.93574
unsmoothed,re_noncore,후기 사이클,12,0.113069,0.0288989,1,0.00864479,6.77677
unsmoothed,re_noncore,코로나,4,0.0456729,0.21928,0.75,-0.152505,0.208286
unsmoothed,re_noncore,인플레이션·긴축,8,0.0838041,0.202549,0.375,-0.125645,0.585126
unsmoothed,re_noncore,디스인플레·고금리,12,-0.035367,0.0809968,0.5,-0.101315,-0.756295
unsmoothed,gl1,확장기,0,,,,,
unsmoothed,gl1,금융위기,0,,,,,
unsmoothed,gl1,양적완화·유럽위기·테이퍼,8,0.0373775,0.0200157,0.875,-0.01201,2.64091
unsmoothed,gl1,디스인플레·유가급락,12,0.0427737,0.0302079,0.833333,-0.024797,2.45254
unsmoothed,gl1,후기 사이클,12,0.0545555,0.0242005,0.833333,-0.0037666,3.90457
unsmoothed,gl1,코로나,4,0.0625629,0.0427858,0.75,-0.009248,1.46224
unsmoothed,gl1,인플레이션·긴축,8,-0.03636,0.0492256,0.5,-0.0441,-1.04459
unsmoothed,gl1,디스인플레·고금리,10,0.0627588,0.0454322,0.7,-0.0136,2.18414
unsmoothed,gl2,확장기,0,,,,,
unsmoothed,gl2,금융위기,0,,,,,
unsmoothed,gl2,양적완화·유럽위기·테이퍼,8,0.0841882,0.0173587,1,0.0047014,6.8588
unsmoothed,gl2,디스인플레·유가급락,12,0.0949954,0.0422917,0.916667,-0.0308285,3.89052
unsmoothed,gl2,후기 사이클,12,0.104241,0.0141831,1,0.0178264,12.73
unsmoothed,gl2,코로나,4,0.0543031,0.0100029,1,0.0062294,5.42871
unsmoothed,gl2,인플레이션·긴축,8,0.0795101,0.00765806,1,0.0144203,14.6831
unsmoothed,gl2,디스인플레·고금리,10,0.0543459,0.0173769,0.9,-0.0013313,4.94498
unsmoothed,epra_nareit,확장기,20,0.235339,0.160746,0.7,-0.102459,3.2737
unsmoothed,epra_nareit,금융위기,8,-0.0684482,0.457577,0.375,-0.323785,-0.21155
unsmoothed,epra_nareit,양적완화·유럽위기·테이퍼,16,0.11897,0.161552,0.75,-0.173012,1.47284
unsmoothed,epra_nareit,디스인플레·유가급락,12,0.0708161,0.101512,0.666667,-0.0667155,1.20831
unsmoothed,epra_nareit,후기 사이클,12,0.0946646,0.102963,0.75,-0.0545636,1.59246
unsmoothed,epra_nareit,코로나,4,-0.0219309,0.382219,0.75,-0.283352,-0.0573778
unsmoothed,epra_nareit,인플레이션·긴축,8,-0.00054293,0.203607,0.5,-0.172332,-0.00377109
unsmoothed,epra_nareit,디스인플레·고금리,13,0.0829078,0.14467,0.615385,-0.0945201,1.03314
unsmoothed,infra_core,확장기,5,0.0768,0.101866,0.8,-0.0407,0.842919
unsmoothed,infra_core,금융위기,8,-0.0737,0.123532,0.5,-0.1083,-0.843729
unsmoothed,infra_core,양적완화·유럽위기·테이퍼,16,0.07945,0.0933229,0.6875,-0.1074,1.70269
unsmoothed,infra_core,디스인플레·유가급락,12,0.0325,0.0700948,0.666667,-0.0634,0.803079
unsmoothed,infra_core,후기 사이클,12,0.1218,0.0535381,0.833333,-0.0183,3.94045
unsmoothed,infra_core,코로나,4,0.1092,0.102127,0.75,-0.0463,1.06925
unsmoothed,infra_core,인플레이션·긴축,8,0.06255,0.0684347,0.625,-0.0274,1.2926
unsmoothed,infra_core,디스인플레·고금리,13,0.0764,0.0604322,0.692308,-0.0314,2.27912
unsmoothed,ftse_fi_infra,확장기,0,,,,,
unsmoothed,ftse_fi_infra,금융위기,0,,,,,
unsmoothed,ftse_fi_infra,양적완화·유럽위기·테이퍼,15,0.0676229,0.0511994,0.8,-0.0401175,2.55767
unsmoothed,ftse_fi_infra,디스인플레·유가급락,12,0.0577078,0.0707928,0.583333,-0.0400458,1.41191
unsmoothed,ftse_fi_infra,후기 사이클,12,0.0613458,0.0477635,0.75,-0.0254751,2.22459
unsmoothed,ftse_fi_infra,코로나,4,0.11816,0.174524,0.75,-0.073833,0.677042
unsmoothed,ftse_fi_infra,인플레이션·긴축,8,-0.090399,0.100846,0.5,-0.0859918,-1.26771
unsmoothed,ftse_fi_infra,디스인플레·고금리,13,0.0596117,0.0692027,0.538462,-0.0299354,1.55292
